Time_an(us)	Tip_Prescribed(nm)	F_Analytical(nN)	F_DMA_F_Ge(nN)	F_Transient(nN)
0.2916666667	12.0072073627	0.0000000000	0.0000000000	0.0000000000
0.2918333333	12.0097692436	0.0000000000	0.0000000000	0.0000000000
0.2920000000	12.0123279624	0.0000000000	0.0000000000	0.0000000000
0.2921666667	12.0148835181	0.0000000000	0.0000000000	0.0000000000
0.2923333333	12.0174359096	0.0000000000	0.0000000000	0.0000000000
0.2925000000	12.0199851359	0.0000000000	0.0000000000	0.0000000000
0.2926666667	12.0225311961	0.0000000000	0.0000000000	0.0000000000
0.2928333333	12.0250740891	0.0000000000	0.0000000000	0.0000000000
0.2930000000	12.0276138140	0.0000000000	0.0000000000	0.0000000000
0.2931666667	12.0301503696	0.0000000000	0.0000000000	0.0000000000
0.2933333333	12.0326837551	0.0000000000	0.0000000000	0.0000000000
0.2935000000	12.0352139694	0.0000000000	0.0000000000	0.0000000000
0.2936666667	12.0377410116	0.0000000000	0.0000000000	0.0000000000
0.2938333333	12.0402648805	0.0000000000	0.0000000000	0.0000000000
0.2940000000	12.0427855753	0.0000000000	0.0000000000	0.0000000000
0.2941666667	12.0453030950	0.0000000000	0.0000000000	0.0000000000
0.2943333333	12.0478174384	0.0000000000	0.0000000000	0.0000000000
0.2945000000	12.0503286048	0.0000000000	0.0000000000	0.0000000000
0.2946666667	12.0528365930	0.0000000000	0.0000000000	0.0000000000
0.2948333333	12.0553414020	0.0000000000	0.0000000000	0.0000000000
0.2950000000	12.0578430309	0.0000000000	0.0000000000	0.0000000000
0.2951666667	12.0603414788	0.0000000000	0.0000000000	0.0000000000
0.2953333333	12.0628367445	0.0000000000	0.0000000000	0.0000000000
0.2955000000	12.0653288271	0.0000000000	0.0000000000	0.0000000000
0.2956666667	12.0678177257	0.0000000000	0.0000000000	0.0000000000
0.2958333333	12.0703034392	0.0000000000	0.0000000000	0.0000000000
0.2960000000	12.0727859667	0.0000000000	0.0000000000	0.0000000000
0.2961666667	12.0752653072	0.0000000000	0.0000000000	0.0000000000
0.2963333333	12.0777414598	0.0000000000	0.0000000000	0.0000000000
0.2965000000	12.0802144233	0.0000000000	0.0000000000	0.0000000000
0.2966666667	12.0826841969	0.0000000000	0.0000000000	0.0000000000
0.2968333333	12.0851507796	0.0000000000	0.0000000000	0.0000000000
0.2970000000	12.0876141704	0.0000000000	0.0000000000	0.0000000000
0.2971666667	12.0900743683	0.0000000000	0.0000000000	0.0000000000
0.2973333333	12.0925313724	0.0000000000	0.0000000000	0.0000000000
0.2975000000	12.0949851817	0.0000000000	0.0000000000	0.0000000000
0.2976666667	12.0974357953	0.0000000000	0.0000000000	0.0000000000
0.2978333333	12.0998832121	0.0000000000	0.0000000000	0.0000000000
0.2980000000	12.1023274311	0.0000000000	0.0000000000	0.0000000000
0.2981666667	12.1047684516	0.0000000000	0.0000000000	0.0000000000
0.2983333333	12.1072062723	0.0000000000	0.0000000000	0.0000000000
0.2985000000	12.1096408925	0.0000000000	0.0000000000	0.0000000000
0.2986666667	12.1120723112	0.0000000000	0.0000000000	0.0000000000
0.2988333333	12.1145005273	0.0000000000	0.0000000000	0.0000000000
0.2990000000	12.1169255399	0.0000000000	0.0000000000	0.0000000000
0.2991666667	12.1193473481	0.0000000000	0.0000000000	0.0000000000
0.2993333333	12.1217659509	0.0000000000	0.0000000000	0.0000000000
0.2995000000	12.1241813474	0.0000000000	0.0000000000	0.0000000000
0.2996666667	12.1265935365	0.0000000000	0.0000000000	0.0000000000
0.2998333333	12.1290025174	0.0000000000	0.0000000000	0.0000000000
0.3000000000	12.1314082892	0.0000000000	0.0000000000	0.0000000000
0.3001666667	12.1338108507	0.0000000000	0.0000000000	0.0000000000
0.3003333333	12.1362102012	0.0000000000	0.0000000000	0.0000000000
0.3005000000	12.1386063396	0.0000000000	0.0000000000	0.0000000000
0.3006666667	12.1409992650	0.0000000000	0.0000000000	0.0000000000
0.3008333333	12.1433889765	0.0000000000	0.0000000000	0.0000000000
0.3010000000	12.1457754731	0.0000000000	0.0000000000	0.0000000000
0.3011666667	12.1481587539	0.0000000000	0.0000000000	0.0000000000
0.3013333333	12.1505388179	0.0000000000	0.0000000000	0.0000000000
0.3015000000	12.1529156642	0.0000000000	0.0000000000	0.0000000000
0.3016666667	12.1552892919	0.0000000000	0.0000000000	0.0000000000
0.3018333333	12.1576597000	0.0000000000	0.0000000000	0.0000000000
0.3020000000	12.1600268876	0.0000000000	0.0000000000	0.0000000000
0.3021666667	12.1623908537	0.0000000000	0.0000000000	0.0000000000
0.3023333333	12.1647515974	0.0000000000	0.0000000000	0.0000000000
0.3025000000	12.1671091179	0.0000000000	0.0000000000	0.0000000000
0.3026666667	12.1694634141	0.0000000000	0.0000000000	0.0000000000
0.3028333333	12.1718144851	0.0000000000	0.0000000000	0.0000000000
0.3030000000	12.1741623300	0.0000000000	0.0000000000	0.0000000000
0.3031666667	12.1765069479	0.0000000000	0.0000000000	0.0000000000
0.3033333333	12.1788483378	0.0000000000	0.0000000000	0.0000000000
0.3035000000	12.1811864988	0.0000000000	0.0000000000	0.0000000000
0.3036666667	12.1835214301	0.0000000000	0.0000000000	0.0000000000
0.3038333333	12.1858531306	0.0000000000	0.0000000000	0.0000000000
0.3040000000	12.1881815995	0.0000000000	0.0000000000	0.0000000000
0.3041666667	12.1905068358	0.0000000000	0.0000000000	0.0000000000
0.3043333333	12.1928288386	0.0000000000	0.0000000000	0.0000000000
0.3045000000	12.1951476070	0.0000000000	0.0000000000	0.0000000000
0.3046666667	12.1974631401	0.0000000000	0.0000000000	0.0000000000
0.3048333333	12.1997754370	0.0000000000	0.0000000000	0.0000000000
0.3050000000	12.2020844967	0.0000000000	0.0000000000	0.0000000000
0.3051666667	12.2043903184	0.0000000000	0.0000000000	0.0000000000
0.3053333333	12.2066929012	0.0000000000	0.0000000000	0.0000000000
0.3055000000	12.2089922440	0.0000000000	0.0000000000	0.0000000000
0.3056666667	12.2112883461	0.0000000000	0.0000000000	0.0000000000
0.3058333333	12.2135812065	0.0000000000	0.0000000000	0.0000000000
0.3060000000	12.2158708243	0.0000000000	0.0000000000	0.0000000000
0.3061666667	12.2181571985	0.0000000000	0.0000000000	0.0000000000
0.3063333333	12.2204403284	0.0000000000	0.0000000000	0.0000000000
0.3065000000	12.2227202130	0.0000000000	0.0000000000	0.0000000000
0.3066666667	12.2249968514	0.0000000000	0.0000000000	0.0000000000
0.3068333333	12.2272702427	0.0000000000	0.0000000000	0.0000000000
0.3070000000	12.2295403861	0.0000000000	0.0000000000	0.0000000000
0.3071666667	12.2318072805	0.0000000000	0.0000000000	0.0000000000
0.3073333333	12.2340709251	0.0000000000	0.0000000000	0.0000000000
0.3075000000	12.2363313190	0.0000000000	0.0000000000	0.0000000000
0.3076666667	12.2385884614	0.0000000000	0.0000000000	0.0000000000
0.3078333333	12.2408423513	0.0000000000	0.0000000000	0.0000000000
0.3080000000	12.2430929879	0.0000000000	0.0000000000	0.0000000000
0.3081666667	12.2453403702	0.0000000000	0.0000000000	0.0000000000
0.3083333333	12.2475844974	0.0000000000	0.0000000000	0.0000000000
0.3085000000	12.2498253685	0.0000000000	0.0000000000	0.0000000000
0.3086666667	12.2520629828	0.0000000000	0.0000000000	0.0000000000
0.3088333333	12.2542973393	0.0000000000	0.0000000000	0.0000000000
0.3090000000	12.2565284371	0.0000000000	0.0000000000	0.0000000000
0.3091666667	12.2587562754	0.0000000000	0.0000000000	0.0000000000
0.3093333333	12.2609808532	0.0000000000	0.0000000000	0.0000000000
0.3095000000	12.2632021697	0.0000000000	0.0000000000	0.0000000000
0.3096666667	12.2654202241	0.0000000000	0.0000000000	0.0000000000
0.3098333333	12.2676350154	0.0000000000	0.0000000000	0.0000000000
0.3100000000	12.2698465428	0.0000000000	0.0000000000	0.0000000000
0.3101666667	12.2720548053	0.0000000000	0.0000000000	0.0000000000
0.3103333333	12.2742598022	0.0000000000	0.0000000000	0.0000000000
0.3105000000	12.2764615325	0.0000000000	0.0000000000	0.0000000000
0.3106666667	12.2786599955	0.0000000000	0.0000000000	0.0000000000
0.3108333333	12.2808551901	0.0000000000	0.0000000000	0.0000000000
0.3110000000	12.2830471156	0.0000000000	0.0000000000	0.0000000000
0.3111666667	12.2852357711	0.0000000000	0.0000000000	0.0000000000
0.3113333333	12.2874211557	0.0000000000	0.0000000000	0.0000000000
0.3115000000	12.2896032685	0.0000000000	0.0000000000	0.0000000000
0.3116666667	12.2917821088	0.0000000000	0.0000000000	0.0000000000
0.3118333333	12.2939576756	0.0000000000	0.0000000000	0.0000000000
0.3120000000	12.2961299680	0.0000000000	0.0000000000	0.0000000000
0.3121666667	12.2982989853	0.0000000000	0.0000000000	0.0000000000
0.3123333333	12.3004647265	0.0000000000	0.0000000000	0.0000000000
0.3125000000	12.3026271909	0.0000000000	0.0000000000	0.0000000000
0.3126666667	12.3047863775	0.0000000000	0.0000000000	0.0000000000
0.3128333333	12.3069422855	0.0000000000	0.0000000000	0.0000000000
0.3130000000	12.3090949141	0.0000000000	0.0000000000	0.0000000000
0.3131666667	12.3112442623	0.0000000000	0.0000000000	0.0000000000
0.3133333333	12.3133903294	0.0000000000	0.0000000000	0.0000000000
0.3135000000	12.3155331145	0.0000000000	0.0000000000	0.0000000000
0.3136666667	12.3176726168	0.0000000000	0.0000000000	0.0000000000
0.3138333333	12.3198088354	0.0000000000	0.0000000000	0.0000000000
0.3140000000	12.3219417695	0.0000000000	0.0000000000	0.0000000000
0.3141666667	12.3240714182	0.0000000000	0.0000000000	0.0000000000
0.3143333333	12.3261977806	0.0000000000	0.0000000000	0.0000000000
0.3145000000	12.3283208561	0.0000000000	0.0000000000	0.0000000000
0.3146666667	12.3304406436	0.0000000000	0.0000000000	0.0000000000
0.3148333333	12.3325571424	0.0000000000	0.0000000000	0.0000000000
0.3150000000	12.3346703517	0.0000000000	0.0000000000	0.0000000000
0.3151666667	12.3367802705	0.0000000000	0.0000000000	0.0000000000
0.3153333333	12.3388868982	0.0000000000	0.0000000000	0.0000000000
0.3155000000	12.3409902337	0.0000000000	0.0000000000	0.0000000000
0.3156666667	12.3430902764	0.0000000000	0.0000000000	0.0000000000
0.3158333333	12.3451870253	0.0000000000	0.0000000000	0.0000000000
0.3160000000	12.3472804798	0.0000000000	0.0000000000	0.0000000000
0.3161666667	12.3493706388	0.0000000000	0.0000000000	0.0000000000
0.3163333333	12.3514575016	0.0000000000	0.0000000000	0.0000000000
0.3165000000	12.3535410674	0.0000000000	0.0000000000	0.0000000000
0.3166666667	12.3556213354	0.0000000000	0.0000000000	0.0000000000
0.3168333333	12.3576983047	0.0000000000	0.0000000000	0.0000000000
0.3170000000	12.3597719745	0.0000000000	0.0000000000	0.0000000000
0.3171666667	12.3618423440	0.0000000000	0.0000000000	0.0000000000
0.3173333333	12.3639094124	0.0000000000	0.0000000000	0.0000000000
0.3175000000	12.3659731788	0.0000000000	0.0000000000	0.0000000000
0.3176666667	12.3680336425	0.0000000000	0.0000000000	0.0000000000
0.3178333333	12.3700908027	0.0000000000	0.0000000000	0.0000000000
0.3180000000	12.3721446584	0.0000000000	0.0000000000	0.0000000000
0.3181666667	12.3741952089	0.0000000000	0.0000000000	0.0000000000
0.3183333333	12.3762424535	0.0000000000	0.0000000000	0.0000000000
0.3185000000	12.3782863912	0.0000000000	0.0000000000	0.0000000000
0.3186666667	12.3803270214	0.0000000000	0.0000000000	0.0000000000
0.3188333333	12.3823643431	0.0000000000	0.0000000000	0.0000000000
0.3190000000	12.3843983556	0.0000000000	0.0000000000	0.0000000000
0.3191666667	12.3864290580	0.0000000000	0.0000000000	0.0000000000
0.3193333333	12.3884564497	0.0000000000	0.0000000000	0.0000000000
0.3195000000	12.3904805297	0.0000000000	0.0000000000	0.0000000000
0.3196666667	12.3925012972	0.0000000000	0.0000000000	0.0000000000
0.3198333333	12.3945187516	0.0000000000	0.0000000000	0.0000000000
0.3200000000	12.3965328919	0.0000000000	0.0000000000	0.0000000000
0.3201666667	12.3985437174	0.0000000000	0.0000000000	0.0000000000
0.3203333333	12.4005512273	0.0000000000	0.0000000000	0.0000000000
0.3205000000	12.4025554208	0.0000000000	0.0000000000	0.0000000000
0.3206666667	12.4045562971	0.0000000000	0.0000000000	0.0000000000
0.3208333333	12.4065538554	0.0000000000	0.0000000000	0.0000000000
0.3210000000	12.4085480949	0.0000000000	0.0000000000	0.0000000000
0.3211666667	12.4105390149	0.0000000000	0.0000000000	0.0000000000
0.3213333333	12.4125266145	0.0000000000	0.0000000000	0.0000000000
0.3215000000	12.4145108930	0.0000000000	0.0000000000	0.0000000000
0.3216666667	12.4164918496	0.0000000000	0.0000000000	0.0000000000
0.3218333333	12.4184694834	0.0000000000	0.0000000000	0.0000000000
0.3220000000	12.4204437938	0.0000000000	0.0000000000	0.0000000000
0.3221666667	12.4224147800	0.0000000000	0.0000000000	0.0000000000
0.3223333333	12.4243824411	0.0000000000	0.0000000000	0.0000000000
0.3225000000	12.4263467764	0.0000000000	0.0000000000	0.0000000000
0.3226666667	12.4283077851	0.0000000000	0.0000000000	0.0000000000
0.3228333333	12.4302654664	0.0000000000	0.0000000000	0.0000000000
0.3230000000	12.4322198196	0.0000000000	0.0000000000	0.0000000000
0.3231666667	12.4341708439	0.0000000000	0.0000000000	0.0000000000
0.3233333333	12.4361185385	0.0000000000	0.0000000000	0.0000000000
0.3235000000	12.4380629027	0.0000000000	0.0000000000	0.0000000000
0.3236666667	12.4400039357	0.0000000000	0.0000000000	0.0000000000
0.3238333333	12.4419416366	0.0000000000	0.0000000000	0.0000000000
0.3240000000	12.4438760049	0.0000000000	0.0000000000	0.0000000000
0.3241666667	12.4458070396	0.0000000000	0.0000000000	0.0000000000
0.3243333333	12.4477347401	0.0000000000	0.0000000000	0.0000000000
0.3245000000	12.4496591055	0.0000000000	0.0000000000	0.0000000000
0.3246666667	12.4515801351	0.0000000000	0.0000000000	0.0000000000
0.3248333333	12.4534978282	0.0000000000	0.0000000000	0.0000000000
0.3250000000	12.4554121840	0.0000000000	0.0000000000	0.0000000000
0.3251666667	12.4573232017	0.0000000000	0.0000000000	0.0000000000
0.3253333333	12.4592308806	0.0000000000	0.0000000000	0.0000000000
0.3255000000	12.4611352199	0.0000000000	0.0000000000	0.0000000000
0.3256666667	12.4630362189	0.0000000000	0.0000000000	0.0000000000
0.3258333333	12.4649338768	0.0000000000	0.0000000000	0.0000000000
0.3260000000	12.4668281929	0.0000000000	0.0000000000	0.0000000000
0.3261666667	12.4687191665	0.0000000000	0.0000000000	0.0000000000
0.3263333333	12.4706067967	0.0000000000	0.0000000000	0.0000000000
0.3265000000	12.4724910829	0.0000000000	0.0000000000	0.0000000000
0.3266666667	12.4743720242	0.0000000000	0.0000000000	0.0000000000
0.3268333333	12.4762496200	0.0000000000	0.0000000000	0.0000000000
0.3270000000	12.4781238696	0.0000000000	0.0000000000	0.0000000000
0.3271666667	12.4799947720	0.0000000000	0.0000000000	0.0000000000
0.3273333333	12.4818623268	0.0000000000	0.0000000000	0.0000000000
0.3275000000	12.4837265330	0.0000000000	0.0000000000	0.0000000000
0.3276666667	12.4855873900	0.0000000000	0.0000000000	0.0000000000
0.3278333333	12.4874448970	0.0000000000	0.0000000000	0.0000000000
0.3280000000	12.4892990533	0.0000000000	0.0000000000	0.0000000000
0.3281666667	12.4911498581	0.0000000000	0.0000000000	0.0000000000
0.3283333333	12.4929973108	0.0000000000	0.0000000000	0.0000000000
0.3285000000	12.4948414106	0.0000000000	0.0000000000	0.0000000000
0.3286666667	12.4966821567	0.0000000000	0.0000000000	0.0000000000
0.3288333333	12.4985195485	0.0000000000	0.0000000000	0.0000000000
0.3290000000	12.5003535852	0.0000000000	0.0000000000	0.0000000000
0.3291666667	12.5021842661	0.0000000000	0.0000000000	0.0000000000
0.3293333333	12.5040115905	0.0000000000	0.0000000000	0.0000000000
0.3295000000	12.5058355576	0.0000000000	0.0000000000	0.0000000000
0.3296666667	12.5076561668	0.0000000000	0.0000000000	0.0000000000
0.3298333333	12.5094734173	0.0000000000	0.0000000000	0.0000000000
0.3300000000	12.5112873084	0.0000000000	0.0000000000	0.0000000000
0.3301666667	12.5130978393	0.0000000000	0.0000000000	0.0000000000
0.3303333333	12.5149050094	0.0000000000	0.0000000000	0.0000000000
0.3305000000	12.5167088180	0.0000000000	0.0000000000	0.0000000000
0.3306666667	12.5185092643	0.0000000000	0.0000000000	0.0000000000
0.3308333333	12.5203063476	0.0000000000	0.0000000000	0.0000000000
0.3310000000	12.5221000672	0.0000000000	0.0000000000	0.0000000000
0.3311666667	12.5238904225	0.0000000000	0.0000000000	0.0000000000
0.3313333333	12.5256774127	0.0000000000	0.0000000000	0.0000000000
0.3315000000	12.5274610370	0.0000000000	0.0000000000	0.0000000000
0.3316666667	12.5292412949	0.0000000000	0.0000000000	0.0000000000
0.3318333333	12.5310181855	0.0000000000	0.0000000000	0.0000000000
0.3320000000	12.5327917082	0.0000000000	0.0000000000	0.0000000000
0.3321666667	12.5345618624	0.0000000000	0.0000000000	0.0000000000
0.3323333333	12.5363286472	0.0000000000	0.0000000000	0.0000000000
0.3325000000	12.5380920620	0.0000000000	0.0000000000	0.0000000000
0.3326666667	12.5398521061	0.0000000000	0.0000000000	0.0000000000
0.3328333333	12.5416087788	0.0000000000	0.0000000000	0.0000000000
0.3330000000	12.5433620794	0.0000000000	0.0000000000	0.0000000000
0.3331666667	12.5451120072	0.0000000000	0.0000000000	0.0000000000
0.3333333333	12.5468585615	0.0000000000	0.0000000000	0.0000000000
0.3335000000	12.5486017417	0.0000000000	0.0000000000	0.0000000000
0.3336666667	12.5503415471	0.0000000000	0.0000000000	0.0000000000
0.3338333333	12.5520779769	0.0000000000	0.0000000000	0.0000000000
0.3340000000	12.5538110304	0.0000000000	0.0000000000	0.0000000000
0.3341666667	12.5555407071	0.0000000000	0.0000000000	0.0000000000
0.3343333333	12.5572670061	0.0000000000	0.0000000000	0.0000000000
0.3345000000	12.5589899269	0.0000000000	0.0000000000	0.0000000000
0.3346666667	12.5607094688	0.0000000000	0.0000000000	0.0000000000
0.3348333333	12.5624256310	0.0000000000	0.0000000000	0.0000000000
0.3350000000	12.5641384129	0.0000000000	0.0000000000	0.0000000000
0.3351666667	12.5658478138	0.0000000000	0.0000000000	0.0000000000
0.3353333333	12.5675538330	0.0000000000	0.0000000000	0.0000000000
0.3355000000	12.5692564700	0.0000000000	0.0000000000	0.0000000000
0.3356666667	12.5709557239	0.0000000000	0.0000000000	0.0000000000
0.3358333333	12.5726515941	0.0000000000	0.0000000000	0.0000000000
0.3360000000	12.5743440800	0.0000000000	0.0000000000	0.0000000000
0.3361666667	12.5760331808	0.0000000000	0.0000000000	0.0000000000
0.3363333333	12.5777188960	0.0000000000	0.0000000000	0.0000000000
0.3365000000	12.5794012249	0.0000000000	0.0000000000	0.0000000000
0.3366666667	12.5810801667	0.0000000000	0.0000000000	0.0000000000
0.3368333333	12.5827557208	0.0000000000	0.0000000000	0.0000000000
0.3370000000	12.5844278867	0.0000000000	0.0000000000	0.0000000000
0.3371666667	12.5860966635	0.0000000000	0.0000000000	0.0000000000
0.3373333333	12.5877620507	0.0000000000	0.0000000000	0.0000000000
0.3375000000	12.5894240475	0.0000000000	0.0000000000	0.0000000000
0.3376666667	12.5910826534	0.0000000000	0.0000000000	0.0000000000
0.3378333333	12.5927378676	0.0000000000	0.0000000000	0.0000000000
0.3380000000	12.5943896896	0.0000000000	0.0000000000	0.0000000000
0.3381666667	12.5960381187	0.0000000000	0.0000000000	0.0000000000
0.3383333333	12.5976831542	0.0000000000	0.0000000000	0.0000000000
0.3385000000	12.5993247954	0.0000000000	0.0000000000	0.0000000000
0.3386666667	12.6009630418	0.0000000000	0.0000000000	0.0000000000
0.3388333333	12.6025978926	0.0000000000	0.0000000000	0.0000000000
0.3390000000	12.6042293473	0.0000000000	0.0000000000	0.0000000000
0.3391666667	12.6058574052	0.0000000000	0.0000000000	0.0000000000
0.3393333333	12.6074820656	0.0000000000	0.0000000000	0.0000000000
0.3395000000	12.6091033279	0.0000000000	0.0000000000	0.0000000000
0.3396666667	12.6107211914	0.0000000000	0.0000000000	0.0000000000
0.3398333333	12.6123356556	0.0000000000	0.0000000000	0.0000000000
0.3400000000	12.6139467198	0.0000000000	0.0000000000	0.0000000000
0.3401666667	12.6155543833	0.0000000000	0.0000000000	0.0000000000
0.3403333333	12.6171586456	0.0000000000	0.0000000000	0.0000000000
0.3405000000	12.6187595059	0.0000000000	0.0000000000	0.0000000000
0.3406666667	12.6203569637	0.0000000000	0.0000000000	0.0000000000
0.3408333333	12.6219510183	0.0000000000	0.0000000000	0.0000000000
0.3410000000	12.6235416691	0.0000000000	0.0000000000	0.0000000000
0.3411666667	12.6251289154	0.0000000000	0.0000000000	0.0000000000
0.3413333333	12.6267127567	0.0000000000	0.0000000000	0.0000000000
0.3415000000	12.6282931923	0.0000000000	0.0000000000	0.0000000000
0.3416666667	12.6298702216	0.0000000000	0.0000000000	0.0000000000
0.3418333333	12.6314438439	0.0000000000	0.0000000000	0.0000000000
0.3420000000	12.6330140587	0.0000000000	0.0000000000	0.0000000000
0.3421666667	12.6345808654	0.0000000000	0.0000000000	0.0000000000
0.3423333333	12.6361442632	0.0000000000	0.0000000000	0.0000000000
0.3425000000	12.6377042516	0.0000000000	0.0000000000	0.0000000000
0.3426666667	12.6392608299	0.0000000000	0.0000000000	0.0000000000
0.3428333333	12.6408139977	0.0000000000	0.0000000000	0.0000000000
0.3430000000	12.6423637542	0.0000000000	0.0000000000	0.0000000000
0.3431666667	12.6439100988	0.0000000000	0.0000000000	0.0000000000
0.3433333333	12.6454530309	0.0000000000	0.0000000000	0.0000000000
0.3435000000	12.6469925499	0.0000000000	0.0000000000	0.0000000000
0.3436666667	12.6485286553	0.0000000000	0.0000000000	0.0000000000
0.3438333333	12.6500613463	0.0000000000	0.0000000000	0.0000000000
0.3440000000	12.6515906225	0.0000000000	0.0000000000	0.0000000000
0.3441666667	12.6531164831	0.0000000000	0.0000000000	0.0000000000
0.3443333333	12.6546389276	0.0000000000	0.0000000000	0.0000000000
0.3445000000	12.6561579554	0.0000000000	0.0000000000	0.0000000000
0.3446666667	12.6576735659	0.0000000000	0.0000000000	0.0000000000
0.3448333333	12.6591857584	0.0000000000	0.0000000000	0.0000000000
0.3450000000	12.6606945325	0.0000000000	0.0000000000	0.0000000000
0.3451666667	12.6621998874	0.0000000000	0.0000000000	0.0000000000
0.3453333333	12.6637018227	0.0000000000	0.0000000000	0.0000000000
0.3455000000	12.6652003377	0.0000000000	0.0000000000	0.0000000000
0.3456666667	12.6666954317	0.0000000000	0.0000000000	0.0000000000
0.3458333333	12.6681871044	0.0000000000	0.0000000000	0.0000000000
0.3460000000	12.6696753549	0.0000000000	0.0000000000	0.0000000000
0.3461666667	12.6711601828	0.0000000000	0.0000000000	0.0000000000
0.3463333333	12.6726415874	0.0000000000	0.0000000000	0.0000000000
0.3465000000	12.6741195683	0.0000000000	0.0000000000	0.0000000000
0.3466666667	12.6755941247	0.0000000000	0.0000000000	0.0000000000
0.3468333333	12.6770652562	0.0000000000	0.0000000000	0.0000000000
0.3470000000	12.6785329620	0.0000000000	0.0000000000	0.0000000000
0.3471666667	12.6799972418	0.0000000000	0.0000000000	0.0000000000
0.3473333333	12.6814580948	0.0000000000	0.0000000000	0.0000000000
0.3475000000	12.6829155205	0.0000000000	0.0000000000	0.0000000000
0.3476666667	12.6843695183	0.0000000000	0.0000000000	0.0000000000
0.3478333333	12.6858200876	0.0000000000	0.0000000000	0.0000000000
0.3480000000	12.6872672280	0.0000000000	0.0000000000	0.0000000000
0.3481666667	12.6887109387	0.0000000000	0.0000000000	0.0000000000
0.3483333333	12.6901512193	0.0000000000	0.0000000000	0.0000000000
0.3485000000	12.6915880692	0.0000000000	0.0000000000	0.0000000000
0.3486666667	12.6930214877	0.0000000000	0.0000000000	0.0000000000
0.3488333333	12.6944514744	0.0000000000	0.0000000000	0.0000000000
0.3490000000	12.6958780287	0.0000000000	0.0000000000	0.0000000000
0.3491666667	12.6973011499	0.0000000000	0.0000000000	0.0000000000
0.3493333333	12.6987208376	0.0000000000	0.0000000000	0.0000000000
0.3495000000	12.7001370912	0.0000000000	0.0000000000	0.0000000000
0.3496666667	12.7015499101	0.0000000000	0.0000000000	0.0000000000
0.3498333333	12.7029592938	0.0000000000	0.0000000000	0.0000000000
0.3500000000	12.7043652416	0.0000000000	0.0000000000	0.0000000000
0.3501666667	12.7057677532	0.0000000000	0.0000000000	0.0000000000
0.3503333333	12.7071668278	0.0000000000	0.0000000000	0.0000000000
0.3505000000	12.7085624650	0.0000000000	0.0000000000	0.0000000000
0.3506666667	12.7099546642	0.0000000000	0.0000000000	0.0000000000
0.3508333333	12.7113434248	0.0000000000	0.0000000000	0.0000000000
0.3510000000	12.7127287463	0.0000000000	0.0000000000	0.0000000000
0.3511666667	12.7141106282	0.0000000000	0.0000000000	0.0000000000
0.3513333333	12.7154890699	0.0000000000	0.0000000000	0.0000000000
0.3515000000	12.7168640709	0.0000000000	0.0000000000	0.0000000000
0.3516666667	12.7182356305	0.0000000000	0.0000000000	0.0000000000
0.3518333333	12.7196037484	0.0000000000	0.0000000000	0.0000000000
0.3520000000	12.7209684239	0.0000000000	0.0000000000	0.0000000000
0.3521666667	12.7223296565	0.0000000000	0.0000000000	0.0000000000
0.3523333333	12.7236874456	0.0000000000	0.0000000000	0.0000000000
0.3525000000	12.7250417908	0.0000000000	0.0000000000	0.0000000000
0.3526666667	12.7263926915	0.0000000000	0.0000000000	0.0000000000
0.3528333333	12.7277401471	0.0000000000	0.0000000000	0.0000000000
0.3530000000	12.7290841571	0.0000000000	0.0000000000	0.0000000000
0.3531666667	12.7304247211	0.0000000000	0.0000000000	0.0000000000
0.3533333333	12.7317618384	0.0000000000	0.0000000000	0.0000000000
0.3535000000	12.7330955086	0.0000000000	0.0000000000	0.0000000000
0.3536666667	12.7344257310	0.0000000000	0.0000000000	0.0000000000
0.3538333333	12.7357525053	0.0000000000	0.0000000000	0.0000000000
0.3540000000	12.7370758308	0.0000000000	0.0000000000	0.0000000000
0.3541666667	12.7383957071	0.0000000000	0.0000000000	0.0000000000
0.3543333333	12.7397121335	0.0000000000	0.0000000000	0.0000000000
0.3545000000	12.7410251097	0.0000000000	0.0000000000	0.0000000000
0.3546666667	12.7423346351	0.0000000000	0.0000000000	0.0000000000
0.3548333333	12.7436407091	0.0000000000	0.0000000000	0.0000000000
0.3550000000	12.7449433313	0.0000000000	0.0000000000	0.0000000000
0.3551666667	12.7462425011	0.0000000000	0.0000000000	0.0000000000
0.3553333333	12.7475382180	0.0000000000	0.0000000000	0.0000000000
0.3555000000	12.7488304816	0.0000000000	0.0000000000	0.0000000000
0.3556666667	12.7501192912	0.0000000000	0.0000000000	0.0000000000
0.3558333333	12.7514046464	0.0000000000	0.0000000000	0.0000000000
0.3560000000	12.7526865467	0.0000000000	0.0000000000	0.0000000000
0.3561666667	12.7539649916	0.0000000000	0.0000000000	0.0000000000
0.3563333333	12.7552399806	0.0000000000	0.0000000000	0.0000000000
0.3565000000	12.7565115131	0.0000000000	0.0000000000	0.0000000000
0.3566666667	12.7577795888	0.0000000000	0.0000000000	0.0000000000
0.3568333333	12.7590442069	0.0000000000	0.0000000000	0.0000000000
0.3570000000	12.7603053672	0.0000000000	0.0000000000	0.0000000000
0.3571666667	12.7615630690	0.0000000000	0.0000000000	0.0000000000
0.3573333333	12.7628173119	0.0000000000	0.0000000000	0.0000000000
0.3575000000	12.7640680953	0.0000000000	0.0000000000	0.0000000000
0.3576666667	12.7653154189	0.0000000000	0.0000000000	0.0000000000
0.3578333333	12.7665592820	0.0000000000	0.0000000000	0.0000000000
